PositionQuantity,AvgPrice,Return,Capital,MarketPrice
167.0,273.404182845247,-4371.2001953125,54461.24673461914,273.30999755859375
181.0,273.3968977954506,-3826.3399658203125,50634.90676879883,273.010009765625
194.0,273.3709723089159,-3549.130126953125,47085.7766418457,273.1300048828125
206.0,273.35693537147296,-3277.56005859375,43808.21658325195,273.2449951171875
218.0,273.3507735226132,-3278.93994140625,40529.2766418457,272.9700012207031
229.0,273.3324831500324,-3002.6700134277344,37526.60662841797,273.0899963378906
239.0,273.32233725831094,-2730.8999633789062,34795.70666503906,273.3500061035156
248.0,273.32334136962885,-2460.1500549316406,32335.556610107422,273.4049987792969
256.0,273.325893163681,-2187.239990234375,30148.316619873047,273.54010009765625
264.0,273.33238428289235,-2188.32080078125,27959.995819091797,273.7650146484375
132.0,273.33238428289235,36136.98193359375,64096.97775268555,273.7250061035156
66.0,273.33238428289235,18065.85040283203,82162.82815551758,273.7449951171875
33.0,273.33238428289235,9033.584838867188,91196.41299438477,273.7149963378906
16.0,273.33238428289235,4653.154937744141,95849.5679321289,274.05889892578125
8.0,273.33238428289235,2192.47119140625,98042.03912353516,273.9624938964844
4.0,273.33238428289235,1095.8499755859375,99137.8890991211,274.0799865722656
2.0,273.33238428289235,548.1599731445312,99686.04907226562,274.1449890136719
1.0,273.33238428289235,274.1449890136719,99960.1940612793,274.3381042480469
0.0,0.0,274.3381042480469,100234.53216552734,274.2799987792969
0.0,0.0,0.0,100234.53216552734,274.56500244140625
0.0,0.0,0.0,100234.53216552734,274.3699951171875
0.0,0.0,0.0,100234.53216552734,274.32000732421875
0.0,0.0,0.0,100234.53216552734,274.0299987792969
0.0,0.0,0.0,100234.53216552734,274.2300109863281
0.0,0.0,0.0,100234.53216552734,274.17999267578125
0.0,0.0,0.0,100234.53216552734,274.20001220703125
0.0,0.0,0.0,100234.53216552734,274.1549987792969
0.0,0.0,0.0,100234.53216552734,274.0899963378906
0.0,0.0,0.0,100234.53216552734,274.10009765625
0.0,0.0,0.0,100234.53216552734,274.239990234375
0.0,0.0,0.0,100234.53216552734,274.260009765625
0.0,0.0,0.0,100234.53216552734,274.17999267578125
0.0,0.0,0.0,100234.53216552734,274.0950012207031
0.0,0.0,0.0,100234.53216552734,274.0199890136719
0.0,0.0,0.0,100234.53216552734,273.8699951171875
27.0,273.8699951171875,-7394.4898681640625,92840.04229736328,274.0249938964844
52.0,273.9445137610802,-6850.624847412109,85989.41744995117,274.2200012207031
75.0,274.02899658203125,-6307.060028076172,79682.357421875,274.1300048828125
96.0,274.05109214782715,-5756.7301025390625,73925.62731933594,273.9649963378906
116.0,274.0362480426657,-5479.2999267578125,68446.32739257812,273.9800109863281
134.0,274.02869381121735,-4931.640197753906,63514.68719482422,273.9801025390625
151.0,274.0232232706436,-4657.6617431640625,58857.025451660156,273.81500244140625
167.0,274.0032739696388,-4381.0400390625,54475.985412597656,273.6492919921875
181.0,273.9758941481785,-3831.090087890625,50644.89532470703,273.44500732421875
194.0,273.94031925791313,-3554.7850952148438,47090.11022949219,273.30999755859375
206.0,273.90360148902073,-3279.719970703125,43810.39025878906,273.17999267578125
218.0,273.8637698112277,-3278.159912109375,40532.23034667969,273.0245056152344
229.0,273.8234558105468,-3003.269561767578,37528.96078491211,273.1600036621094
239.0,273.7956963064281,-2731.6000366210938,34797.360748291016,273.2799987792969
248.0,273.7769814768145,-2459.519989013672,32337.840759277344,273.2359924316406
256.0,273.76007556915283,-2185.887939453125,30151.95281982422,273.2200012207031
264.0,273.7437096798059,-2185.760009765625,27966.192810058594,273.1700134277344
271.0,273.72889095742767,-1912.1900939941406,26054.002716064453,273.3450012207031
278.0,273.71922466909285,-1913.4150085449219,24140.58770751953,273.3500061035156
284.0,273.7114242768624,-1640.1000366210938,22500.487670898438,273.2200012207031
290.0,273.70125690328666,-1639.3200073242188,20861.16766357422,273.2052001953125
295.0,273.6928491624735,-1366.0260009765625,19495.141662597656,273.19000244140625
300.0,273.68446838378907,-1365.9500122070312,18129.191650390625,273.1300048828125
304.0,273.6771728114078,-1092.52001953125,17036.671630859375,273.2099914550781
308.0,273.67110552106584,-1092.8399658203125,15943.831665039062,273.2250061035156
312.0,273.6653862977639,-1092.9000244140625,14850.931640625,273.29998779296875
316.0,273.66076100023486,-1093.199951171875,13757.731689453125,273.3699951171875
319.0,273.6580265248457,-820.1099853515625,12937.621704101562,273.4049987792969
322.0,273.65566912348964,-820.2149963378906,12117.406707763672,273.5400085449219
161.0,273.65566912348964,44039.94137573242,56157.348083496094,273.385009765625
80.0,273.65566912348964,22144.185791015625,78301.53387451172,273.5400085449219
40.0,273.65566912348964,10941.600341796875,89243.1342163086,273.4599914550781
20.0,273.65566912348964,5469.1998291015625,94712.33404541016,273.4800109863281
10.0,273.65566912348964,2734.8001098632812,97447.13415527344,273.4150085449219
5.0,273.65566912348964,1367.0750427246094,98814.20919799805,273.29998779296875
2.0,273.65566912348964,819.8999633789062,99634.10916137695,273.3883972167969
1.0,273.65566912348964,273.3883972167969,99907.49755859375,273.5
0.0,0.0,273.5,100180.99755859375,273.5025939941406
0.0,0.0,0.0,100180.99755859375,273.5799865722656
0.0,0.0,0.0,100180.99755859375,273.5249938964844
0.0,0.0,0.0,100180.99755859375,273.6099853515625
0.0,0.0,0.0,100180.99755859375,273.5199890136719
0.0,0.0,0.0,100180.99755859375,273.4150085449219
0.0,0.0,0.0,100180.99755859375,273.6300048828125
0.0,0.0,0.0,100180.99755859375,273.67999267578125
0.0,0.0,0.0,100180.99755859375,273.6611022949219
0.0,0.0,0.0,100180.99755859375,273.81500244140625
0.0,0.0,0.0,100180.99755859375,273.69000244140625
0.0,0.0,0.0,100180.99755859375,273.7850036621094
0.0,0.0,0.0,100180.99755859375,273.7900085449219
0.0,0.0,0.0,100180.99755859375,273.82000732421875
0.0,0.0,0.0,100180.99755859375,273.7550048828125
0.0,0.0,0.0,100180.99755859375,273.8399963378906
0.0,0.0,0.0,100180.99755859375,273.8110046386719
0.0,0.0,0.0,100180.99755859375,273.7300109863281
0.0,0.0,0.0,100180.99755859375,273.7099914550781
0.0,0.0,0.0,100180.99755859375,273.6700134277344
0.0,0.0,0.0,100180.99755859375,273.739990234375
0.0,0.0,0.0,100180.99755859375,273.7900085449219
0.0,0.0,0.0,100180.99755859375,273.8699951171875
0.0,0.0,0.0,100180.99755859375,273.864990234375
0.0,0.0,0.0,100180.99755859375,273.8550109863281
0.0,0.0,0.0,100180.99755859375,273.6300048828125
0.0,0.0,0.0,100180.99755859375,273.6099853515625
0.0,0.0,0.0,100180.99755859375,273.6300048828125
0.0,0.0,0.0,100180.99755859375,273.6199951171875
27.0,273.6199951171875,-7387.7398681640625,92793.25769042969,273.6600036621094
52.0,273.6392299945538,-6841.500091552734,85951.75759887695,273.8699951171875
75.0,273.7099979654948,-6299.0098876953125,79652.74771118164,273.739990234375
96.0,273.7165587743123,-5748.539794921875,73904.20791625977,273.92999267578125
48.0,273.7165587743123,13148.6396484375,87052.84756469727,273.9049987792969
24.0,273.7165587743123,6573.719970703125,93626.56753540039,274.0
12.0,273.7165587743123,3288.0,96914.56753540039,274.0
6.0,273.7165587743123,1644.0,98558.56753540039,274.0950012207031
3.0,273.7165587743123,822.2850036621094,99380.8525390625,274.07000732421875
1.0,273.7165587743123,548.1400146484375,99928.99255371094,274.1650085449219
0.0,0.0,274.1650085449219,100203.15756225586,274.32501220703125
0.0,0.0,0.0,100203.15756225586,274.39990234375
0.0,0.0,0.0,100203.15756225586,274.3399963378906
0.0,0.0,0.0,100203.15756225586,274.239990234375
0.0,0.0,0.0,100203.15756225586,274.260009765625
0.0,0.0,0.0,100203.15756225586,274.3351135253906
0.0,0.0,0.0,100203.15756225586,274.2589111328125
0.0,0.0,0.0,100203.15756225586,274.2699890136719
0.0,0.0,0.0,100203.15756225586,274.260009765625
0.0,0.0,0.0,100203.15756225586,274.289306640625
0.0,0.0,0.0,100203.15756225586,274.2900085449219
0.0,0.0,0.0,100203.15756225586,274.33990478515625
0.0,0.0,0.0,100203.15756225586,274.3399963378906
0.0,0.0,0.0,100203.15756225586,274.2416076660156
0.0,0.0,0.0,100203.15756225586,274.1300048828125
0.0,0.0,0.0,100203.15756225586,274.125
0.0,0.0,0.0,100203.15756225586,274.1650085449219
0.0,0.0,0.0,100203.15756225586,274.2149963378906
27.0,274.2149963378906,-7403.804901123047,92799.35266113281,274.260009765625
52.0,274.23663740891675,-6856.500244140625,85942.85241699219,274.19500732421875
75.0,274.2238708496094,-6306.485168457031,79636.36724853516,274.2749938964844
96.0,274.2350540161133,-5759.774871826172,73876.59237670898,274.239990234375
116.0,274.23590508822736,-5484.7998046875,68391.79257202148,274.239990234375
134.0,274.2364538392024,-4936.31982421875,63455.472747802734,274.1600036621094
151.0,274.2278468656224,-4660.720062255859,58794.752685546875,274.239990234375
167.0,274.22901030214956,-4387.83984375,54406.912841796875,274.0299987792969
181.0,274.2136171456858,-3836.4199829101562,50570.49285888672,274.1300048828125
194.0,274.20801426209124,-3563.6900634765625,47006.802795410156,274.1300048828125
206.0,274.2034700264051,-3289.56005859375,43717.242736816406,274.0299987792969
217.0,274.1946765530494,-3014.3299865722656,40702.91275024414,274.07501220703125
228.0,274.1889032731977,-3014.8251342773438,37688.0876159668,274.07000732421875
238.0,274.18390764508933,-2740.7000732421875,34947.38754272461,274.0050048828125
247.0,274.1773889209578,-2466.0450439453125,32481.342498779297,274.0199890136719
255.0,274.1724508846508,-2192.159912109375,30289.182586669922,274.0299987792969
263.0,274.1681177407617,-2192.239990234375,28096.942596435547,274.2300109863281
270.0,274.16972238046156,-1919.6100769042969,26177.33251953125,274.20001220703125
277.0,274.1704878273424,-1919.4000854492188,24257.93243408203,274.31500244140625
283.0,274.1735517414215,-1645.8900146484375,22612.042419433594,274.24200439453125
141.0,274.1735517414215,38942.36462402344,61554.40704345703,274.2149963378906
70.0,274.1735517414215,19469.264739990234,81023.67178344727,274.125
35.0,274.1735517414215,9594.375,90618.04678344727,274.20001220703125
17.0,274.1735517414215,4935.6002197265625,95553.64700317383,274.3800048828125
8.0,274.1735517414215,2469.4200439453125,98023.06704711914,274.4002990722656
